id,author,title,series,series_num,isbn,cover_id,ol_key
362,"Coulter, Catherine",Double Take,,,9780399154249,8783091,/works/OL14727W
363,"Coulter, Catherine","Edge, The",,,9780786222407,7998108,/works/OL14679W
364,"Coulter, Catherine",Eleventh Hour,,,9780515135732,6495362,/works/OL14715W
365,"Coulter, Catherine",Enigma,,,9781501183010,8865730,/works/OL20214247W
366,"Coulter, Catherine",False Pretenses,,,9780451401274,294110,/works/OL14707W
367,"Coulter, Catherine","Final Cut, The",,,9780399164736,7262505,/works/OL16807298W
368,"Coulter, Catherine",Hemlock Bay,,,9780375431159,4343181,/works/OL14710W
369,"Coulter, Catherine",Impulse,,,9780739420263,6514983,/works/OL14723W
370,"Coulter, Catherine",Insidious,,,9781501150296,14852111,/works/OL20032912W
371,"Coulter, Catherine",Knock Out,,,9780399155840,6641145,/works/OL14641W
372,"Coulter, Catherine",Labyrinth,,,9781501193675,8765561,/works/OL20104800W
373,"Coulter, Catherine","Lost Key, The",,,9781410471345,11673619,/works/OL19992323W
374,"Coulter, Catherine. X","Maze, The",,,9780399142642,6606823,/works/OL14698W
375,"Coulter, Catherine",Nemesis,,,9780399171277,8118288,/works/OL17826508W
376,"Coulter, Catherine",Paradox,,,9781501138140,12408522,/works/OL21850010W
377,"Coulter, Catherine",Point Blank,,,9780786280322,1473237,/works/OL14661W
378,"Coulter, Catherine",Power Play,,,9780399157349,8199597,/works/OL17783629W
379,"Coulter, Catherine",Reckoning,,,9780063004153,12913492,/works/OL26417961W
380,"Coulter, Catherine","Sixth Day, The",,,9781511371551,9228127,/works/OL20153474W
381,"Coulter, Catherine",Split Second,,,9780399157431,7167552,/works/OL15917129W
382,"Coulter, Catherine",TailSpin,,,9780399155031,6567749,/works/OL14664W
383,"Coulter, Catherine","Target,The",,,9780515125627,319046,/works/OL14704W
384,"Coulter, Catherine",Vortex,,,9780063019959,10954786,/works/OL24172046W
385,"Coulter, Catherine",Whiplash,,,9780399156533,6391816,/works/OL15041626W
386,"Crichton, Michael",Airframe,,,9780345402875,9253425,/works/OL46900W
387,"Crichton, Michael","Andromeda Strain, The",,1,9780739312254,14864193,/works/OL46909W
388,"Crichton, Michael","Andromeda Evolution, The",,2,9780008172978,12705612,/works/OL20454389W
389,"Crichton, Michael","Case of Need, A",,,9780451183668,8401179,/works/OL46903W
390,"Crichton, Michael",Disclosure,,,9780345391056,9253429,/works/OL46877W
391,"Crichton, Michael",Jurassic Park,Jurrasic Park,1,9780307348135,12456920,/works/OL46881W
392,"Crichton, Michael",Lost World,Jurrasic Park,2,9788811602286,12882943,/works/OL46876W
393,"Crichton, Michael",Next,,,9780060872984,6544356,/works/OL46904W
394,"Crichton, Michael",Prey,,,9780060536954,12882958,/works/OL46883W
395,"Crichton, Michael",Sphere,,,9789500417099,15067739,/works/OL46917W
396,"Crichton, Michael",State of Fear,,,9782744192562,13152009,/works/OL46914W
397,"Crichton, Michael",Timeline,,,9782221092057,12882955,/works/OL46884W
398,"Cussler, Clive",Atlantis Found,,,9788401329326,14874264,/works/OL84866W
399,"Cussler, Clive",Arctic Drift,,,9781607513179,14626244,/works/OL15125050W
400,"Cussler, Clive",Blue Gold,,,9781847399717,10965775,/works/OL8375321W
401,"Cussler, Clive",Corsair,,,9780425233290,6659217,/works/OL84868W
402,"Cussler, Clive",Crescent Dawn,,,9781408732984,14416113,/works/OL15399488W
403,"Cussler, Clive",Cyclops,,,9780671311025,14940180,/works/OL84916W
404,"Cussler, Clive",Dark Vector,,,9780241552339,,/works/OL25346164W
405,"Cussler, Clive",Dark Watch,,,9780425205594,14428454,/works/OL84895W
406,"Cussler, Clive",Deep Six,,,9780671692636,8600980,/works/OL84924W
407,"Cussler, Clive",Devils Gate,,,9780399157820,6975069,/works/OL16167721W
408,"Cussler, Clive","Emperors Revenge, The",,,9781410489975,14380461,/works/OL17355883W
409,"Cussler, Clive","Eye of Heaven, The",,,9781405914376,10192356,/works/OL19982026W
410,"Cussler, Clive",Flood Tide,,,9780684802985,425014,/works/OL84880W
411,"Cussler, Clive","Gray Ghost, The",,,9780241349502,10187391,/works/OL19736189W
412,"Cussler, Clive",Havana Storm,,,9780399172922,7996945,/works/OL17720770W
413,"Cussler, Clive",Iceberg,,,9780553110623,12391288,/works/OL84922W
414,"Cussler, Clive",Lost City,,,9780399151774,259149,/works/OL20825630W
415,"Cussler, Clive","Mayan Secrets, The",,,9780399162497,7921189,/works/OL17616121W
416,"Cussler, Clive","Mediterranean Caper, The",,,9780671737788,408036,/works/OL84877W
417,"Cussler, Clive",Medusa,,,9780399155659,6307105,/works/OL84878W
418,"Cussler, Clive","Navigator, The",,,9780718149789,8015981,/works/OL84879W
419,"Cussler, Clive",Nighthawk,,,9780399184017,12194869,/works/OL18020254W
420,"Cussler, Clive",Night Probe,,,9780553394924,12391284,/works/OL84912W
421,"Cussler, Clive","Oracle, The",,,9781405941068,8785668,/works/OL20134803W
422,"Cussler, Clive",Pacific Vortex,,,9780553276329,368945,/works/OL84905W
423,"Cussler, Clive",Plague Ship,,,9780399154973,7890894,/works/OL84906W
424,"Cussler, Clive",Polar Shift,,,9780786277049,8047238,/works/OL84899W
425,"Cussler, Clive",Poseidon's Arrow,,,9780399162923,7712519,/works/OL17429666W
426,"Cussler, Clive",Raise The Titanic,,,9780553108880,14428261,/works/OL84918W
427,"Cussler, Clive",Rising Sea,,,9780735215535,9491881,/works/OL19730235W
428,"Cussler, Clive",Sahara,,,9781416516330,759779,/works/OL84925W
429,"Cussler, Clive",Sea of Greed,,,9781984882844,8834912,/works/OL19764077W
430,"Cussler, Clive",Shadow Tyrants,,,9781405937115,8824523,/works/OL19748974W
431,"Cussler, Clive",Shockwave,,,9780671853860,3821483,/works/OL84915W
432,"Cussler, Clive",Spartan Gold,,,9780425236291,15067383,/works/OL84886W
433,"Cussler, Clive","Spy, The",,,9780141045924,7644803,/works/OL15125141W
434,"Cussler, Clive",Treasure of Khan,,,9780143058953,15082399,/works/OL8375377W
435,"Cussler, Clive",Trojan Odyssey,,,9780425199299,,/works/OL44166038W
436,"Cussler, Clive",White Death,,,9780739436783,8344069,/works/OL84903W
437,"Cussler, Clive",Wrath of Poseidon,,,9780241424650,9486700,/works/OL20740227W
438,"Deaver, Jeffery","Bone Collector, The",,,9788374696906,10968699,/works/OL24275716W
439,"Deaver, Jeffery","Blue Nowhere, The",,,9780684871271,6384049,/works/OL14927367W
440,"Deaver, Jeffery","Broken Window, The",,,9781602852280,11006110,/works/OL14927355W
441,"Deaver, Jeffery","Burial Hour, The",,,9781473618657,10166551,/works/OL18020269W
442,"Deaver, Jeffery","Burning Wire, The",,,9781439156346,8007748,/works/OL17729774W
443,"Deaver, Jeffery",Carte Blanche,,,9781444716450,10248369,/works/OL15922552W
444,"Deaver, Jeffery","Coffin Dancer, The",,,9781444791563,10432962,/works/OL21754W
445,"Deaver, Jeffery","Cold Moon, The",,,9780743552684,14932190,/works/OL21759W
446,"Deaver, Jeffery","Cutting Edge, The",,,9781455536429,9619630,/works/OL19732591W
447,"Deaver, Jeffery",Edge,,,9781439156353,8311679,/works/OL15374109W
448,"Deaver, Jeffery","Empty Chair, The",,,9780743499880,479624,/works/OL14927372W
449,"Deaver, Jeffery",Garden of Beasts,,,9780743222013,472102,/works/OL14927379W
450,"Deaver, Jeffery",Hell's Kitchen,,,9780671047511,405329,/works/OL21742W
451,"Deaver, Jeffery","Kill Room, The",,,9781455517091,13379192,/works/OL17581410W
452,"Deaver, Jeffery","Maiden's Grave, A",,,9780451188489,6932692,/works/OL21757W
453,"Deaver, Jeffery","October List, The",,,9781455576647,8368350,/works/OL17696524W
454,"Deaver, Jeffery",Praying for Sleep,,,9780451466280,10798043,/works/OL21751W
455,"Deaver, Jeffery",Roadside Crosses,,,9781416549994,7011994,/works/OL14927373W
456,"Deaver, Jeffery",Shallow Graves,,,9780671047481,10445507,/works/OL21739W
457,"Deaver, Jeffery","Skin Collector, The",,,9781444757460,13373153,/works/OL20497769W
458,"Deaver, Jeffery",Speaking in Tongues,,,9780340977200,11423350,/works/OL21740W
459,"Deaver, Jeffery","Steel Kiss, The",,,9781455536344,8164640,/works/OL17861183W
460,"Deaver, Jeffery",Stone Monkey,,,9780340734001,11721305,/works/OL21762W
461,"Deaver, Jeffery",Trouble in Mind,,,9781444704549,10817091,/works/OL19707532W
462,"Deaver, Jeffery","Twelfth Card, The",,,9780340960622,10318695,/works/OL21760W
463,"Deaver, Jeffery",Twisted,,,9780743491594,6640793,/works/OL14927381W
464,"Deaver, Jeffery",XO,,,9781476717555,10579651,/works/OL16318432W
465,"Dekker, Ted",Adam,,,9781595540072,14352435,/works/OL5705773W
466,"Dekker, Ted",Blink of an Eye,,,9781595542878,14650655,/works/OL5705758W
467,"Dekker, Ted",Boneman's Daughter,,,9780446547208,6298038,/works/OL18153823W
468,"Dekker, Ted","Bride Collector, The",,,9781410427854,8034620,/works/OL5705729W
469,"Dekker, Ted",Eyes Wide Open,,,9781410469366,12192822,/works/OL23182827W
470,"Dekker, Ted",Immanuel's Veins,,,9781595549969,11526076,/works/OL24772146W
471,"Dekker, Ted",Kiss,,,9781602853867,6298064,
472,"Dekker, Ted","Priest's Graveyard,The",,,9781599953342,6744042,/works/OL15717347W
473,"Dekker, Ted",Saint,,,9781595542977,4858477,/works/OL5705779W
474,"Dekker, Ted","Sanctuary, The",,,9781599953359,7288698,/works/OL16646260W
475,"Dekker, Ted",Thr3e,,,9780849943720,646361,/works/OL5705769W
476,"Dekker, Ted",When Heaven Weeps,,,9780849942914,646308,/works/OL5705765W
477,"Evanovich, Janet",Foul Play,,,9780061713286,13196113,/works/OL8108755W
478,"Evanovich, Janet",Hero at Large,,,9780062000163,6427642,/works/OL15332798W
479,"Evanovich, Janet",Hot Stuff,,,9781602850156,2010928,/works/OL14915058W
480,"Evanovich, Janet",Love Overboard,,,9780060772482,,/works/OL27423304W
481,"Evanovich, Janet",Naughty Neighbor,,,9780061474408,13101462,/works/OL48055W
482,"Evanovich, Janet","Recovery Agent, The",,,9781982154912,12671180,/works/OL24212008W
483,"Evanovich, Janet",Wife for Hire,,,9780060598884,1067227,/works/OL48046W
484,"Evanovich, Janet",Metro Girl,,,9780753174715,10406358,/works/OL48064W
485,"Evanovich, Janet",Curious Minds,,1,9781472241382,,/works/OL25701924W
486,"Evanovich, Janet",Dangerous Minds,,2,9780553392746,14419583,/works/OL20058947W
488,"Evanovich, Janet",Full House,,1,9780425116524,15128747,/works/OL48050W
489,"Evanovich, Janet",Full Tilt,,2,9780753170236,10757324,/works/OL48052W
490,"Evanovich, Janet",Full Speed,,3,9781472243379,15207856,/works/OL48019W
491,"Evanovich, Janet",Full Blast,,4,9780755301980,11635594,/works/OL16069284W
492,"Evanovich, Janet",Full Bloom,,5,9781608475285,,/works/OL25830575W
493,"Evanovich, Janet",Full Scoop,,6,9780786287116,4735305,/works/OL14914967W
496,"Evanovich, Janet","Job, The",Fox & O'Hare,,9781472201805,13389913,/works/OL17067482W
497,"Evanovich, Janet","Persuit, The",Fox & O'Hare,,9780553392777,13070017,/works/OL17356258W
498,"Evanovich, Janet","Bounty, The",,,9781472260994,14785355,/works/OL24311609W
499,"Evanovich, Janet",One for the Money,Plum,,9780141001593,15207831,/works/OL48035W
500,"Evanovich, Janet",Two for the Dough,Plum,,9780312675066,15207834,/works/OL48061W
501,"Evanovich, Janet",Three to Get Deadly,Plum,,9780312675080,15207835,/works/OL48045W
502,"Evanovich, Janet",Four to Score,Plum,,9780312185862,174969,/works/OL48018W
503,"Evanovich, Janet",High Five,Plum,,9780330371230,11382928,/works/OL48023W
504,"Evanovich, Janet",Hot Six,Plum,,9780333903230,10195717,/works/OL48025W
505,"Evanovich, Janet",Seven Up,Plum,,9780375431111,227110,/works/OL48078W
506,"Evanovich, Janet",Hard Eight,Plum,,9780312983864,6510949,/works/OL48053W
507,"Evanovich, Janet",Visions of Sugar Plums,Plum,,9780312947040,2371883,/works/OL48077W
508,"Evanovich, Janet",To the Nines,Plum,,9780755329083,10110587,/works/OL48060W
509,"Evanovich, Janet",Ten Big Ones,Plum,,9780312936228,6828316,/works/OL48042W
510,"Evanovich, Janet",Eleven on Top,Plum,,9780375435331,227464,/works/OL48047W
511,"Evanovich, Janet",Twelve Sharp,Plum,,9780739326435,15207839,/works/OL48073W
512,"Evanovich, Janet",Plum Lovin,Plum,,9780375432040,10199972,/works/OL48036W
513,"Evanovich, Janet",Lean Mean Thirteen,Plum,,9780755337590,10395862,/works/OL48074W
514,"Evanovich, Janet",Plum Lucky,Plum,,9780739327760,11215966,/works/OL48037W
515,"Evanovich, Janet",Fearless Fourteen,Plum,,9780755337606,10321540,/works/OL48048W
516,"Evanovich, Janet",Plum Spooky,Plum,,9780755352715,10796974,/works/OL48076W
517,"Evanovich, Janet",Finger Lickin Fifteen,Plum,,9780755352739,10382449,/works/OL14915055W
518,"Evanovich, Janet",Sizzling Sixteen,,,9780753188262,11215908,/works/OL15520577W
519,"Evanovich, Janet",Smoking Seventeen,Plum,,9780739378212,6776747,/works/OL15748935W
520,"Evanovich, Janet",Explosive Eighteen,Plum,,9780755384983,7766133,/works/OL16215440W
521,"Evanovich, Janet",Notorious Ninteen,Plum,,9781445099026,10619661,/works/OL16796102W
522,"Evanovich, Janet",Takedown Twenty,Plum,,9781445099040,10811806,/works/OL17306475W
523,"Evanovich, Janet",Top Secret Twenty-One,Plum,,9780385363228,11730868,/works/OL17714566W
524,"Evanovich, Janet",Tricky Twenty-Two,Plum,,9781101965672,15199659,/works/OL17311359W
525,"Evanovich, Janet",Turbo Twenty-Three,Plum,,9781472201713,10166833,/works/OL20036193W
526,"Evanovich, Janet",Hardcore Twenty-four,,,9780399179198,11595325,/works/OL19720191W
527,"Evanovich, Janet",Look Alive Twenty-Five,Plum,,9780399179228,10622587,/works/OL19754741W
528,"Evanovich, Janet",Twisted Twenty-Six,Plum,,9780399180194,9119691,/works/OL20453755W
529,"Evanovich, Janet",Fortune and Glory 27,Plum,,9781472246189,10255642,/works/OL21684390W
530,"Evanovich, Janet",Game On 28,Plum,,9781398510159,13796773,/works/OL24241476W
531,"Evanovich, Janet",Rise and Shine 29,,,9781035401925,14705598,/works/OL27296733W
532,"Evanovich, Janet",Wicked Appetite,,,9780739377444,8027193,/works/OL15369459W
533,"Evanovich, Janet",Wicked Business,,,9781620900321,8541113,/works/OL16618413W
534,"Evanovich, Janet",Wicked Charms,,,9781472225450,13368500,/works/OL17712089W
535,"Fairstein, Linda","Bone Vault, The",,,9780743436670,6995794,/works/OL276227W
536,"Fairstein, Linda",Deadfall,,,9781101984062,8870885,/works/OL20218874W
537,"Fairstein, Linda","Dead House, The",,,9780671019549,6483305,/works/OL89884W
538,"Fairstein, Linda",Death Angel,,,9780525953876,7984406,/works/OL17709844W
539,"Fairstein, Linda",Death Dance,,,9780743550147,481069,/works/OL276222W
540,"Fairstein, Linda",Entombed,,,9780743538459,480934,/works/OL276223W
541,"Fairstein, Linda",Killer Heat,,,9780385523974,1190229,/works/OL276218W
542,"Fairstein, Linda","Kills, The",,,9780743436687,11661292,/works/OL276220W
543,"Fairstein, Linda",Lethal Legacy,,,9780385523998,6741866,/works/OL15285271W
544,"Fairstein, Linda",Likely to Die,,,9780743532778,480671,/works/OL276224W
545,"Fairstein, Linda",Night Watch,,,9781408702444,,/works/OL25728600W
546,"Flynn, Vince",Extreme Measures,,,9780743270427,7252404,/works/OL556742W
547,"Flynn, Vince",Term Limits,,,9780671023171,404125,/works/OL556746W
548,"Flynn, Vince","Third Option, The",,,9780671047313,405312,/works/OL556744W
549,"Flynn, Vince",Transfer of Power,,,9780671023195,6627785,/works/OL556745W
550,"Follett, Ken",Code to Zero,,,9780525945635,12063195,/works/OL1914074W
551,"Follett, Ken",Never,,,9781432892104,12375381,/works/OL25069396W
552,"Follett, Ken","Third Twin, The",,,9780330348379,10546738,/works/OL1914082W
553,"Follett, Ken",Whiteout,,,9780330544153,15232021,/works/OL1914078W
554,"Gaiman, Neil & Pratchett, Terry",Good Omens,,,9780060853976,14649235,/works/OL453936W
555,"Galbraith, Robert","Silkworm, The",Cormoran strike,,9780316206877,12024835,/works/OL17324632W
556,"Galbraith, Robert",Career of Evil,,,9780316349932,12025376,/works/OL17864259W
557,"Galbraith, Robert",Troubled Blood,,,9780316498999,15123653,/works/OL32489378W
558,"Gardner, Lisa",Alone,,,9780553802535,14594877,/works/OL119066W
559,"Gardner, Lisa",Brandon's Bride,,,9781472209207,10735476,/works/OL24251893W
560,"Gardner, Lisa",Catch Me,,,9780525952763,7025153,/works/OL16283144W
561,"Gardner, Lisa",Crash & Burn,,,9781410475022,10426321,/works/OL20002955W
562,"Gardner, Lisa",Fear Nothing,,,9780525953081,8790106,/works/OL17697830W
563,"Gardner, Lisa",Find Her,,,9780525954576,14594878,/works/OL18020235W
564,"Gardner, Lisa",Gone,,,9780739327050,7884980,/works/OL119068W
565,"Gardner, Lisa",Hide,,,9780553804324,374205,/works/OL119071W
566,"Gardner, Lisa","Killing Hour, The",,,9780553584523,7112675,/works/OL119074W
567,"Gardner, Lisa",Look for Me,,,9781524742058,9741148,/works/OL19727000W
568,"Gardner, Lisa",MacNamara's Woman,,,9781472209184,11044508,/works/OL21507789W
569,"Gardner, Lisa",Maggie's Man,,,9781410462121,10370384,/works/OL21413369W
570,"Gardner, Lisa",Never Tell,,,9781536609547,9166981,/works/OL20153383W
571,"Gardner, Lisa","Next Accident, The",,,9780752847047,10400565,/works/OL119070W
572,"Gardner, Lisa","Other Daughter, The",,,9780553576795,12674412,/works/OL119067W
573,"Gardner, Lisa","Perfect Husband, The",,,9780752814308,10632196,/works/OL119072W
574,"Gardner, Lisa","Survivors Club, The",,,9780786247158,1470785,/works/OL119073W
575,"Gardner, Lisa","Third Victim, The",,,9780553578683,372791,/works/OL119065W
576,"Gardner, Lisa",Touch and Go,,,9781594136702,,/works/OL21253089W
577,"Gardner, Lisa",When You See Me,,,9781529124392,9256252,/works/OL20639937W
578,"Garwood, Julie",Fast Track,,,9781410467638,9218913,/works/OL19988384W
579,"Garwood, Julie",Heartbreaker,,,9780743474191,6508715,/works/OL26950W
580,"Garwood, Julie",Killjoy,,,9780345453808,210668,/works/OL26956W
581,"Garwood, Julie",Mercy,,,9780743219990,10591268,/works/OL26953W
582,"Garwood, Julie",Murder List,,,9780786265145,541132,/works/OL26957W
583,"Garwood, Julie",Shadow Dance,,,9780345453860,6561935,/works/OL26958W
584,"Garwood, Julie",Sizzle,,,9780345519252,6396098,/works/OL14929791W
585,"Garwood, Julie",Slow Burn,,,9780345453853,210673,/works/OL26959W
586,"Gerritsen, Tess",Bloodstream,,,9780007432431,10319466,/works/OL261692W
587,"Gerritsen, Tess",Body Double,,,9780739445785,10734862,/works/OL14871608W
588,"Gerritsen, Tess","Bone Garden, The",,,9780345497611,10040336,/works/OL14871660W
589,"Gerritsen, Tess",Die Again,,,9780857502131,10102797,/works/OL17872828W
590,"Gerritsen, Tess",Girl Missing,,,9781409080244,6434810,/works/OL15177811W
591,"Gerritsen, Tess",Gravity,,,9780007804955,10312746,/works/OL7947854W
592,"Gerritsen, Tess",Harvest,,,9780671553012,3844277,/works/OL14871622W
593,"Gerritsen, Tess",Ice Cold,,,9780345515483,6966836,/works/OL15234130W
594,"Gerritsen, Tess",I Know a Secret,,,9781480502512,13789917,/works/OL18020245W
595,"Gerritsen, Tess","Keepsake, The",,,9780593057803,10603899,/works/OL14871653W
596,"Gerritsen, Tess",Last to Die,,,9781611735468,11068572,/works/OL16700154W
597,"Gerritsen, Tess",Mephisto Club,,,9781405616867,10980976,/works/OL14871630W
598,"Gerritsen, Tess",Playing with Fire,,,9781501248061,11474064,/works/OL24737169W
599,"Gerritsen, Tess",Presumed Guilty,,,9780778304722,10204987,/works/OL14871633W
600,"Garwood, Julie",Shadow Music,,,9780345500731,9967021,/works/OL26951W
601,"Gerritsen, Tess","Shape of Night, The",,,9780857504531,11474056,/works/OL24737170W
602,"Gerritsen, Tess","Silent Girl, The",,,9780593063255,10314356,/works/OL16183846W
603,"Gerritsen, Tess","Sinner, The",,,9780593050477,11409871,/works/OL14871638W
604,"Gerritsen, Tess","Surgeon, The",,,9780739420416,15102392,/works/OL14871640W
605,"Gerritsen, Tess",Vanish,,,9780593053515,10570374,/works/OL14871646W
606,"Grafton, Sue",F,,,9780805004601,8325969,/works/OL14852171W
607,"Grafton, Sue",G,,,9780816150908,1549924,/works/OL14852180W
608,"Grafton, Sue",H,,,9780330455572,10762477,/works/OL14852185W
609,"Grafton, Sue",L,,,9780449221495,6597445,/works/OL15394933W
610,"Grafton, Sue",M,,,9780449223604,6540077,/works/OL14852305W
611,"Grafton, Sue",N,,,9780805036503,7890333,/works/OL14852220W
612,"Grafton, Sue",O,,,9780786220441,1469934,/works/OL14852311W
613,"Grafton, Sue",P,,,9780399147197,258837,/works/OL14852306W
614,"Grafton, Sue",Q,,,9780786243709,15160874,/works/OL14852230W
615,"Grafton, Sue",R,,,9780399152283,7885479,/works/OL14852285W
616,"Grafton, Sue",S,,,9781846175725,10807125,/works/OL14852287W
617,"Grafton, Sue",T,,,9780425224847,9517100,/works/OL16466305W
618,"Grafton, Sue",U,,,9780399155970,9326956,/works/OL14852255W
619,"Grafton, Sue",V,,,9780399157868,11334776,/works/OL15991778W
620,"Grafton, Sue",W,,,9780399158988,8673360,/works/OL19870266W
621,"Grafton, Sue",X,,,9781447260172,7435463,
622,"Grafton, Sue",Y,,,9781447260202,10171546,/works/OL19711766W
623,"Graham, Heather",Angel of Mercy,,,9780373072484,13040004,/works/OL2684568W
624,"Graham, Heather",Aura of Night,,,9780778386476,12886483,/works/OL26420034W
625,"Graham, Heather",Deadly Gift,,,9781410408907,10650419,/works/OL121734W
626,"Graham, Heather",Deadly Harvest,,,9780778325604,7062872,/works/OL121735W
627,"Graham, Heather",Deadly Night,,,9780778325857,7070403,/works/OL121736W
628,"Graham, Heather",Deadly Touch,,,9781432881368,13064729,/works/OL20934870W
629,"Graham, Heather",Dead On The Dance Floor,,,9780778320272,14817510,/works/OL14911206W
630,"Graham, Heather","Dead Play On, The",,,9780778317739,14817499,/works/OL18403115W
631,"Graham, Heather",Deep Midnight,,,9781420131475,10317285,/works/OL1979143W
632,"Graham, Heather",Dreaming Death,,,9780778309949,13063397,/works/OL21433478W
633,"Graham, Heather",Dust to Dust,,,9781615232963,13038953,/works/OL14911212W
634,"Graham, Heather","Final Deception, The",,,9781432876791,13062697,/works/OL20658745W
635,"Graham, Heather",Ghost Moon,,,9781426865381,6463678,/works/OL15358517W
636,"Graham, Heather",Ghost Night,,,9781616647032,9747459,/works/OL16464597W
637,"Graham, Heather",Ghost Walk,,,9780778322184,7009642,/works/OL121764W
638,"Graham, Heather",Haunted Destiny,,,9780778319634,13062293,/works/OL19341588W
639,"Graham, Heather",Heart of Evil,,,9781410438171,10240880,/works/OL16285860W
640,"Graham, Heather","Hexed, The",,,9781306777766,8972067,/works/OL20311496W
641,"Graham, Heather","Hidden, The",,,9780778317586,13061712,/works/OL17826219W
642,"Graham, Heather",Hurricane Bay,,,9780786255320,13062319,/works/OL121765W
643,"Graham, Heather","Island, The",,,9780778322832,13029412,/works/OL121777W
644,"Graham, Heather","Keepers, The",,,9780373618446,13029525,/works/OL15383468W
645,"Graham, Heather",Killing Kelly,,,9780778321590,13059485,/works/OL121766W
646,"Graham, Heather","Last Noel, The",,,9780778325253,13062020,/works/OL121745W
647,"Graham, Heather",Never Sleep with Strangers,,,9780778321330,13045238,/works/OL8819525W
648,"Graham, Heather","Night is Alive, The",,,9780778315070,13039064,/works/OL18167568W
649,"Graham, Heather",Out of the Darkness,,,9781474078542,,/works/OL19730982W
650,"Graham, Heather",Picture Me Dead,,,9781551666815,13029447,/works/OL121750W
651,"Graham, Heather",Sacred Evil,,,9780778312420,9649780,/works/OL16262929W
652,"Graham, Heather","Seekers, The",,,9780778368793,13042874,/works/OL20062268W
653,"Graham, Heather","Séance, The",,,9780778329169,13064137,/works/OL121754W
654,"Graham, Heather","Silenced, The",,,9781410480323,13039698,/works/OL17914994W
655,"Graham, Heather",Sound of Darkness,,,9780778386124,13066215,/works/OL26588042W
656,"Graham, Heather","Unforgiven, The",,,9780778331827,13063793,/works/OL24538693W
657,"Graham, Heather",Unhallowed Ground,,,9781602855854,13065335,/works/OL14911298W
658,"Graham, Heather","Unspoken, The",,,9780778313618,13039034,/works/OL16672913W
659,"Graham, Heather",Voice of Fear,,,9780369720825,12993609,/works/OL27041106W
660,"Graham, Heather",Waking the Dead,,,9780778317449,13040947,/works/OL19707522W
661,"Green, Simon R.",Swords of Haven,Hawk & Fisher,,9780451460868,295246,/works/OL3578606W
662,"Green, Simon R.",Guards of Haven,"4,5,6",,9780451457554,294949,/works/OL3578599W
663,"Green, Simon R.",Beyond the Blue Moon,Hawk & Fisher,7,9780451458056,294987,/works/OL3578502W
664,"Green, Simon R.",Death Shall Come,Ishmael Jones,4,9781780108964,11263358,/works/OL24599889W
665,"Green, Simon R.",Murder in the Dark,,,9780727888235,11206262,/works/OL21189181W
666,"Green, Simon R.",Very Important Corpses,,,9780727886712,11525292,/works/OL24771636W
667,"Griffin, Laura",Scorched,,,9781476763880,13387105,/works/OL17799725W
668,"Griffin, Laura",Shadow Fall,,,9781476779256,9704301,/works/OL20009143W
669,"Griffin, Laura",Thread of Fear,,,9781416570639,5158527,/works/OL8755530W
670,"Griffin, Laura",Unforgivable,,,9781476729725,6671455,/works/OL15522391W
671,"Grippando, Janes",Born to Run,,,9780061556111,6881280,/works/OL14937493W
672,"Grisham, John","Appeal, The",,,9781844138555,12376035,/works/OL76959W
673,"Grisham, John","Associate, The",,,9780739328231,10693512,/works/OL15841562W
674,"Grisham, John","Brethren, The",,,9780582453524,1288737,/works/OL76980W
675,"Grisham, John",Camino Island,,,9781473663725,9323605,/works/OL17931101W
676,"Grisham, John","Chamber, The",,,9780385424721,14735799,/works/OL77002W
677,"Grisham, John",Gray Mountain,,,9781444798821,12014614,/works/OL17116913W
678,"Grisham, John","Guardians, The",,,9781473684614,12376023,/works/OL20285172W
679,"Grisham, John","Innocent Man, The",,,9781408429594,11540468,/works/OL77015W
680,"Grisham, John","Judge's List, The",,,9780385546027,12218798,/works/OL24344921W
681,"Grisham, John","King of Torts, The",,,9780385508049,12452248,/works/OL77011W
682,"Grisham, John","Painted House, A",,,9780739414149,12452174,/works/OL76991W
683,"Grisham, John","Partner, The",,,9780440295556,11553959,/works/OL77004W
684,"Grisham, John","Racketeer, The",,,9781620904367,15137532,/works/OL19987302W
685,"Grisham, John",Rogue Lawyer,,,9781473622869,10693414,/works/OL17362473W
686,"Grisham, John","Rooster Bar, The",,,9781473616998,10681267,/works/OL17930362W
687,"Grisham, John","Runaway Jury, The",,,9780099537182,13055013,/works/OL76984W
688,"Grisham, John",Sooley,,,9780385547680,10654812,/works/OL24169615W
689,"Grisham, John","Street Lawyer, The",,,9780099244929,10693252,/works/OL77014W
690,"Grisham, John","Summons, The",,,9780440296003,12621626,/works/OL77016W
691,"Grisham, John",Sycamore Row,,,9780812999051,10693410,/works/OL16810052W
692,"Grisham, John","Testament, The",,,9780099245025,11408534,/works/OL76974W
693,"Grisham, John","Time for Mercy, A",,,9780593168592,12376038,/works/OL20753706W
694,"Grisham, John","Whistler, The",,,9780385541190,11412536,/works/OL17846634W
695,"Hamilton, Edith",Mythology,,,9780446607254,8435172,/works/OL5262120W
696,"Hamilton, Laurell K.",Blood Noir,Anita Blake,16,9780425222195,7165528,/works/OL461915W
697,"Hamilton, Laurell K.",Bullet,Anita Blake,19,9780425234334,7123249,/works/OL15653117W
698,"Hamilton, Laurell K.",Hit List,Anita Blake,20,9780755352593,9096916,/works/OL20410969W
